가맹번호,지역,업종,상호,소재지,위도,경도,기준일자
4346,옥포동,일반음식점,원조동태탕,경상남도 거제시 성산로 13，c동 1층 19호 (옥포동),34.89752683,128.6957686,2021-09-16
4347,연초면,도소매,GS25 한내중앙점,경상남도 거제시 연초면 연하해안로 814,34.93290388,128.6006389,2021-09-16
4348,고현동,도소매,다사랑온누리약국,경상남도 거제시 동문천로 52，101호 (고현동),34.88292351,128.626212,2021-09-16
4349,고현동,휴게음식,카페드롭탑 거제중곡점,경상남도 거제시 중곡로3길 35，1층 (고현동),34.89350541,128.6264675,2021-09-16
4350,동부면,도소매,거송향버섯,경상남도 거제시 동부면 부춘길 134,34.80262006,128.6121054,2021-09-16
4351,고현동,일반음식점,지바(G.bar),경상남도 거제시 중곡로1길 18-3，1층 (고현동),34.89340367,128.6287096,2021-09-16
4352,능포동,도소매,젬마,경상남도 거제시 능포동 680-5,34.87495133,128.7315108,2021-09-16
4353,고현동,일반음식점,일등아구찜본점,경상남도 거제시 중곡1로2길 32，1층 (고현동),34.89452138,128.6287291,2021-09-16
4354,고현동,일반음식점,닭발데이,경상남도 거제시 중곡로3길 20-3 (고현동),34.89422595,128.628333,2021-09-16
4355,수양동,휴게음식,걸작떡볶이,경상남도 거제시 수양로 460，1층 (수월동) ,34.89246699,128.6406061,2021-09-16
4356,아주동,일반음식점,맛있는3단숙성다드림 거제아주점,경상남도 거제시 아주1로 28，1층 102호 (아주동),34.86688547,128.689561,2021-09-16
4357,상문동,일반음식점,스시여행,경상남도 거제시 거제중앙로 1629，1층 (상동동),34.86728922,128.6388572,2021-09-16
4358,고현동,서비스,KAFA휘트니스,경상남도 거제시 고현동 112，금호빌딩 3층 (고현동),34.88506346,128.6237887,2021-09-16
4359,고현동,도소매,스케쳐스 거제점,경상남도 거제시 거제중앙로 1925，111호 (고현동),34.8898048,128.6221069,2021-09-16
4360,연초면,도소매,GS25 연초럭키점,경상남도 거제시 연초면 죽서길 2，102호 ,34.91703544,128.6551232,2021-09-16
4361,상문동,보건업,거제사랑치과의원,경상남도 거제시 거제중앙로 1649，4층 (상동동),34.86871241,128.6373588,2021-09-16
4362,사등면,일반음식점,갈비제작소,경상남도 거제시 사등면 두동로 58，1층 ,34.91049107,128.5254701,2021-09-16
4363,사등면,일반음식점,또와,경상남도 거제시 사등면 두동로30 상가동 지하2층 106호 (경남아너스빌),34.89786048,128.5638163,2021-09-16
4364,장평동,도소매,이마트24 거제장평중앙점,경상남도 거제시 장평동 37，151.152호 (장평동，종합상가),34.89170216,128.6106225,2021-09-16
4365,아주동,이미용,몰리뷰티,경상남도 거제시 아주2로2길 10，301동 101호 (아주동，거제아주코오롱하늘채),34.86841087,128.6860399,2021-09-16
4366,상문동,도소매,씨유(CU) 거제센트럴푸르지오점,경상남도 거제시 문동1길 42，302동 105~107호 (문동동，거제센트럴푸르지오상가),34.86049151,128.6423917,2021-09-16
4367,고현동,도소매,계란이왔어요,경상남도 거제시 고현동 138-37，상가 301동 101호 (고현동，스타힐스센트럴아파트),34.890637,128.6302858,2021-09-16
4368,고현동,휴게음식,슈슈쌀베이킹,경상남도 거제시 중곡2로 89-1，상가동 2층 201호 (고현동，거제2차덕산베스트타운),34.89631404,128.6358875,2021-09-16
4369,고현동,일반음식점,도로시(Dorothy),경상남도 거제시 거제중앙로 1930-10，1층 102호 (고현동，주상복합아파트),34.89023272,128.6230401,2021-09-16
4370,수양동,도소매,세븐일레븐 거제해수온천점,경상남도 거제시 수양로 507，주7동 1층 (양정동),34.89089059,128.6352439,2021-09-16
4371,아주동,일반음식점,헬로네팔앤인도레스토랑,경상남도 거제시 아주2길 3，B1층(아주동),34.86612824,128.6958754,2021-09-16
4372,장평동,제조업,송화잔기지떡,경상남도 거제시 장평1로1길 24-22，1층 (장평동),34.88184762,128.6215655,2021-09-16
4373,고현동,도소매,GS25 고현행복점,경상남도 거제시 동문천로 38 (고현동),34.88191961,128.6250995,2021-09-16
4374,상문동,이미용,다시봄,경상남도 거제시 상동5길 103，1층 (상동동),34.86206091,128.6301985,2021-09-16
4375,일운면,일반음식점,그녀의정원,경상남도 거제시 일운면 반송재로 482-1，지하1층 ,34.83665197,128.6892526,2021-09-16
4376,고현동,도소매,세븐일레븐 거제중앙점,경상남도 거제시 고현로11길 24，105호 (고현동，삼덕빌딩),34.88956787,128.6243589,2021-09-16
4377,상문동,도소매,동호 COMPANY,경상남도 거제시 상동3길 71-1 (상동동),34.86288432,128.6330703,2021-09-16
4378,수양동,일반음식점,미씨족발 수월점,경상남도 거제시 수양로 465，1층 (고현동),34.89199993,128.6402852,2021-09-16
4379,수양동,이미용,살롱드유,경상남도 거제시 수양로 477，2층 (양정동),34.89158237,128.6391222,2021-09-16
4380,연초면,휴게음식,하늘보리피자연초점,경상남도 거제시 연초면 거제북로 42-2,34.91446178,128.6559563,2021-09-16
4381,장평동,일반음식점,거제우럭아횟집,경상남도 거제시 장평3로5길 66 (장평동),34.88184762,128.6215655,2021-09-16
4382,고현동,도소매,한우일번가고현점,경상남도 거제시 고현동 988-10,34.89651665,128.6298822,2021-09-16
4383,옥포동,도소매,데이앤데이 거제옥포동점,경상남도 거제시 옥포중앙로 90，1층 동편 (옥포동),34.89623899,128.6955499,2021-09-16
4384,옥포동,도소매,반하다,경상남도 거제시 옥포대첩로7길 25，1층 (옥포동),34.89527586,128.6937255,2021-09-16
4385,상문동,휴게음식,베이클리,경상남도 거제시 상동5길 100，102호 (상동동，거제더샵블루시티),34.86192252,128.6290709,2021-09-16
4386,동부면,서비스,연담녹색농촌체험마을,경상남도 거제시 동부면 동부로 278,34.81118955,128.6286843,2021-09-16
4387,장평동,제조업,꽃과떡,경상남도 거제시 장평동 38，상가1층 101호 (장평동，광우무지개맨션),34.89194181,128.6131516,2021-09-16
4388,수양동,일반음식점,가마치통닭 수월점,경상남도 거제시 해명로 25，1층 (수월동),34.89465165,128.643424,2021-09-16
4389,연초면,일반음식점,장수가마솥돼지국밥,경상남도 거제시 연초면 거제북로 31,34.91405097,128.6552417,2021-09-16
4390,옥포동,도소매,홀마트안경.콘택트,경상남도 거제시 옥포동 533-3 홀마트내,34.89355941,128.6943675,2021-09-16
4391,연초면,휴게음식,지구별,경상남도 거제시 연초면 연하해안로 214,34.89857259,128.6297667,2021-09-16
4392,아주동,휴게음식,맘스터치 ,경상남도 거제시 아주로36，1동 101호 (아주동，휴디움),34.86550884,128.6906859,2021-09-16
4393,장평동,도소매,다이소 거제장평점,경상남도 거제시 장평로8길 17，1층 (장평동),34.89210891,128.6104067,2021-09-16
4394,상문동,서비스,참사랑어머니회,경상남도 거제시 계룡로 18，702호 (상동동),34.87448363,128.6301075,2021-09-16
4395,고현동,도소매,㈜ 레스모아 거제지점,경상남도 거제시 거제중앙로 1932，102호(고현동),34.89044336,128.6223962,2021-09-16
4396,옥포동,도소매,크로커다일,경상남도 거제시 옥포동 539-2,34.89256888,128.6910222,2021-09-16
4397,능포동,제조업,안동방앗간,경상남도 거제시 능포동 690-3,34.87566635,128.7310358,2021-09-16
4398,고현동,도소매,솔라가드 고현점 착한차공방,경상남도 거제시 고현로14길 63 (고현동),34.88313069,128.6297252,2021-09-16
4399,상문동,도소매,다이소 상동점,경상남도 거제시 상동5길 93，1층 (상동동),34.86246977,128.6313172,2021-09-16
4400,장평동,도소매,장평삼성약국,경상남도 거제시 장평로8길 19，1층,34.89223593,128.6102436,2021-09-16
4401,고현동,서비스,리얼휘트니스,경상남도 거제시 동문천로 14，2층 (고현동),34.88013088,128.6240904,2021-09-16
4402,상문동,도소매,알레르망,경상남도 거제시 거제중앙로 1713 (상동동),34.87302642,128.6329622,2021-09-16
4403,고현동,도소매,프로월드컵.노스랜드,경상남도 거제시 고현동 33-3 청원상가 제109호,34.88778674,128.6236233,2021-09-16
4404,장평동,일반음식점,삼성루각,경상남도 거제시 장평3로7길 41，1층 (장평동),34.88184762,128.6215655,2021-09-16
4405,고현동,일반음식점,손영환비빔국수 거제점,경상남도 거제시 고현로4길 44，1층 (고현동),34.88274504,128.6241102,2021-09-16
4406,옥포동,도소매,이마트24거제옥포동덕산점,경상남도 거제시 옥포동 293-1，104호 (옥포동),34.88817404,128.6918496,2021-09-16
4407,고현동,일반음식점,영주관,경상남도 거제시 고현동 998-7,34.89420577,128.6287486,2021-09-16
4408,고현동,도소매,씨유 고현뉴그랜드점,경상남도 거제시 거제중앙로 1855，1층 (고현동),34.88402913,128.6250826,2021-09-16
4409,고현동,도소매,주식회사 시우,경상남도 거제시 거제중앙로 1930 (고현동),34.89018195,128.6223942,2021-09-16
4410,수양동,일반음식점,수양갈비,경상남도 거제시 제산안길 12-3 (양정동),34.88813661,128.6446422,2021-09-16
4411,고현동,도소매,이화식폼,경상남도 거제시 고현로8길 6-1,34.8860761,128.6232056,2021-09-16
4412,옥포동,보건업,온누리한의원,경상남도 거제시 옥포동 1294-4번지,34.89695992,128.6892756,2021-09-16
4413,옥포동,도소매,무드앤슬로우,경상남도 거제시 옥포대첩로5길 14 (옥포동),34.89502264,128.6922901,2021-09-16
4414,상문동,일반음식점,금복족발,경상남도 거제시 거제중앙로 1675，1층 (상동동),34.87043425,128.635633,2021-09-16
4415,장평동,일반음식점,밥집,경상남도 거제시 장평로7길 9，1층 (장평동),34.8903476,128.6128772,2021-09-16
4416,사등면,보건업,송한의원,경상남도 거제시 사등면 거제대로 5697-4,34.91801831,128.5254744,2021-09-16
4417,고현동,휴게음식,주식회사 킴스도미노피자 거제고현점,경상남도 거제시 거제중앙로 1808-1，1층 (고현동),34.88016736,128.6275037,2021-09-16
4418,고현동,일반음식점,도나네,경상남도 거제시 거제중앙로 1883-2，101.102.103호 (고현동，고현종합시장),34.88625409,128.6236554,2021-09-16
4419,고현동,도소매,열린약국,경상남도 거제시 거제중앙로 1863 (고현동),34.88459872,128.6247588,2021-09-16
4420,고현동,휴게음식,스마일명품찹쌀꽈배기,경상남도 거제시 거제중앙로 1930-10，1층 105호 (고현동，주상복합아파트),34.89023272,128.6230401,2021-09-16
4421,장평동,도소매,디씨(DC)마트,경상남도 거제시 장평3로4길 3-3，1층 (장평동),34.88184762,128.6215655,2021-09-16
4422,고현동,일반음식점,향목식당,경상남도 거제시 중곡1로2길 11 (고현동),34.89455181,128.6263332,2021-09-16
4423,장평동,이미용,독일식문제성손발관리전문점푸스플레게장연자,경상남도 거제시 장평동 3，1층 101호 (장평동),34.89529514,128.6131766,2021-09-16
4424,고현동,도소매,대박수산,경상남도 거제시 고현동 94，1층 (고현동),34.88609442,128.6249014,2021-09-16
4425,하청면,주유소,오일뱅크실전,경상남도 거제시 하청면 거제북로 893,34.97876287,128.6592406,2021-09-16
4426,연초면,도소매,세라워크 오비점,경상남도 거제시 연초면 소오비1길 13,34.90142151,128.6297119,2021-09-16
4427,장평동,이미용,다이아뷰티(DIA BEAUTY),경상남도 거제시 장평3로3길 3，106동 105-1호 (장평동，제니스타운),34.88184762,128.6215655,2021-09-16
4428,거제면,도소매,섬꽃수산,경상남도 거제시 거제면 거제남서로 3613-44,34.85508541,128.577281,2021-09-16
4429,고현동,도소매,풍년참기름,경상남도 거제시 거제중앙로12길 4 (고현동),34.88195587,128.6268063,2021-09-16
4430,장평동,일반음식점,큰마루감자탕,경상남도 거제시 장평1로 146(장평동),34.88184762,128.6215655,2021-09-16
4431,수양동,일반음식점,알통떡강정수월점,경상남도 거제시 수양로 442，상가1동 106호 (수월동),34.89216281,128.6418729,2021-09-16
4432,상문동,도소매,주식회사 서원탑마트 고현점,경상남도 거제시 거제중앙로 1787 (상동동),34.87854229,128.6279727,2021-09-16
4433,상문동,일반음식점,이든횟집,경상남도 거제시 계룡로 40，1층 (상동동),34.87508975,128.6279573,2021-09-16
4434,아주동,도소매,아주탑마트,경상남도 거제시 용소7길 10(아주동),34.8780799,128.6930338,2021-09-16
4435,하청면,숙박업,큐브아일랜드,경상남도 거제시 하청면 칠천로 269,34.97951504,128.6314167,2021-09-16
4436,연초면,휴게음식,단아한상점,경상남도 거제시 연초면 거제대로 4439，2층,34.90120311,128.6455323,2021-09-16
4437,장평동,도소매,GS25 장평문화점,경상남도 거제시 장평1로 87-1，1층 (장평동),34.88184762,128.6215655,2021-09-16
4438,수양동,서비스,락,경상남도 거제시 수양로 454-4，4층 (수월동，대안빌딩),34.89287691,128.6415064,2021-09-16
4439,상문동,이미용,청담헤어,경상남도 거제시 상동5길 117-50，501동 B201호 (상동동),34.85847773,128.634491,2021-09-16
4440,상문동,서비스,와우크린아트 상동점,경상남도 거제시 상동5길 100，118동 2층 202호 (상동동),34.86192252,128.6290709,2021-09-16
4441,장목면,휴게음식,다시초록섬,경상남도 거제시 장목면 옥포대첩 1272，1~3층,34.9847759,128.6978109,2021-09-16
4442,수양동,서비스,협성카써비스,경상남도 거제시 양정리 979-1,34.88184762,128.6215655,2021-09-16
4443,수양동,교육서비스,시매쓰거제학원,경상남도 거제시 수양로 440-6，2층 201호 (수월동),34.89095771,128.6430341,2021-09-16
4444,고현동,휴게음식,팔로우 카페,경상남도 거제시 중곡2로2길 13，1층 (고현동),34.89417541,128.6259037,2021-09-16
4445,고현동,도소매,수재샵,경상남도 거제시 서문로 64，1층 3호 (고현동，청암빌딩),34.88940436,128.6228478,2021-09-16
4446,장승포동,도소매,㈜거제도싱싱게장,경상남도 거제시 장승포동 10 (장승포동),34.86730615,128.7361132,2021-09-16
4447,동부면,일반음식점,제일반점,경상남도 거제시 동부면 거제남서로 3081-2,34.82334288,128.6071539,2021-09-16
4448,장목면,휴게음식,심해 ,경상남도 거제시 장목면 옥포대첩 1252 ,34.9847759,128.6978109,2021-09-16
4449,상문동,서비스,오토카이저,경상남도 거제시 상동5길 42，2호 (상동동),34.86658362,128.6341705,2021-09-16
4450,하청면,도소매,수피랑(Soopirang),경상남도 거제시 하청면 유계리 121 외,34.95853421,128.6339051,2021-09-16
4451,수양동,이미용,더퀸헤어,경상남도 거제시 수양로 457，1층 (수월동，글로리빌딩),34.89232086,128.640966,2021-09-16
4452,고현동,일반음식점,깐따삐야,경상남도 거제시 중곡2로 89，상가동 114호 (고현동，거제2차덕산베스트타운),34.89750553,128.6355903,2021-09-16
4453,상문동,일반음식점,방구족발 거제상동점,경상남도 거제시 상동5길 75-16，1층 101호 (상동동),34.86340584,128.6333258,2021-09-16
4454,옥포동,일반음식점,언니네식당,경상남도 거제시 옥포동 6길 33,34.89507204,128.6931111,2021-09-16
4455,고현동,휴게음식,바름카페,경상남도 거제시 거제중앙로5길 28-1，나동 1층 일부 좌측 (고현동),34.87672188,128.6261211,2021-09-16
4456,고현동,일반음식점,무한리필화(火)난할매고기 고현점,경상남도 거제시 거제중앙로23길 24，지하1층 (고현동),34.88716888,128.6210586,2021-09-16
4457,고현동,도소매,대호상회,경상남도 거제시 거제중앙로 1881-9 (고현동),34.88587605,128.6235432,2021-09-16
4458,상문동,도소매,거제낚시마트,경상남도 거제시 거제중앙로 1559 (문동동),34.86218209,128.6431814,2021-09-16
4459,수양동,도소매,마마트 거제수양점,경상남도 거제시 수양로 484，106호 (양정동),34.89164956,128.6383459,2021-09-16
4460,장승포동,일반음식점,하얀등대횟집,경상남도 거제시 장승포동 549-1,34.86194062,128.7259379,2021-09-16
4461,수양동,도소매,수월온누리약국,경상남도 거제시 수양로 465 (수월동),34.89199993,128.6402852,2021-09-16
4462,고현동,일반음식점,한스델리쿡 거제고현점,경상남도 거제시 서문로 66，2층 (고현동),34.8894754,128.6230562,2021-09-16
4463,연초면,서비스,현대자동차 연초점,경상남도 거제시 연초면 거제대로 4453,34.90012512,128.6448236,2021-09-16
4464,옥포동,도소매,그냥가게,경상남도 거제시 옥포대첩 85，상가동 101호 (옥포동),34.89507204,128.6931111,2021-09-16
4465,고현동,휴게음식,파리바게뜨,경상남도 거제시 고현동 1080 덕산베스트타운1차상가20-122,34.89739858,128.6301735,2021-09-16
4466,장평동,일반음식점,푸른들목장,경상남도 거제시 장평동 1195,34.89331666,128.6157986,2021-09-16
4467,상문동,일반음식점,대동돼지국밥,경상남도 거제시 상동7길 25 (상동동),34.86951922,128.6330556,2021-09-16
4468,고현동,도소매,장터한우촌,경상남도 거제시 고현동 99-7,34.88580483,128.6233676,2021-09-16
4469,고현동,보건업,센텀쁘띠 의원,경상남도 거제시 서문로5길 6，4층 (고현동，우형빌딩),34.88917023,128.6210409,2021-09-16
4470,능포동,도소매,윈마트,경상남도 거제시 능포동 224 옥명대우아파트 단지 상가내 105,34.87619263,128.7349456,2021-09-16
4471,고현동,일반음식점,가마솥옛날시골통닭 거제고현점,경상남도 거제시 고현로8길 3-1，2동 1호 (고현동),34.88631003,128.6232949,2021-09-16
4472,사등면,도소매,인디안 경남거제상설직영점,경상남도 거제시 사등면 거제대로 5297，2층,34.90035046,128.561459,2021-09-16
4473,일운면,일반음식점,통뼈감자탕 지세포점,경상남도 거제시 일운면 지세포6길 18,34.83067727,128.7030434,2021-09-16
4474,아주동,일반음식점,맛있는고기에솜씨를더하다,경상남도 거제시 아주1로2길 56，1층 (아주동),34.86717437,128.686303,2021-09-16
4475,사등면,휴게음식,카페가띠,경상남도 거제시 사등면 두동로 28-6，3층 301호,34.91049107,128.5254701,2021-09-16
4476,옥포동,도소매,씨유 거제대계마을점,경상남도 거제시 장목면 옥포대첩 776-5，2동,34.9847759,128.6978109,2021-09-16
4477,사등면,휴게음식,주식회사 몽돌빵,경상남도 거제시 사등면 지석2길 56 ,34.90787757,128.5126611,2021-09-16
4478,옥포동,일반음식점,대가삼계탕 옥포동점,경상남도 거제시 옥포로2길 43 (옥포동),34.89148718,128.6988795,2021-09-16
4479,상문동,도소매,신선한포크 거제점,경상남도 거제시 상동1길 19 (상동동),34.86457182,128.6396127,2021-09-16
4480,아주동,도소매,동문사우매장,경상남도 거제시 거제대로 3239 (아양동),34.86349809,128.7125977,2021-09-16
4481,수양동,일반음식점,또봉이통닭 거제수월점,경상남도 거제시 양정2길 46，1층 (양정동),34.87243309,128.6480195,2021-09-16
4482,장평동,일반음식점,수무한생삼겹살,경상남도 거제시 장평1로 51，1층 (장평동),34.88184762,128.6215655,2021-09-16
4483,수양동,일반음식점,비비큐올리브치킨카페 거제수양점,경상남도 거제시 수양로 432 (수월동),34.89088658,128.6428476,2021-09-16
4484,아주동,휴게음식,달보드레,경상남도 거제시 아주4길 5，1층 101호 (아주동),34.86681377,128.6942296,2021-09-16
4485,고현동,이미용,윤미장원,경상남도 거제시 거제중앙로19길 30 (고현동),34.88485869,128.6215335,2021-09-16
4486,옥포동,도소매,우리청과,경상남도 거제시 옥포동 10길 24,34.89507204,128.6931111,2021-09-16
4487,연초면,일반음식점,주식회사 해성,경상남도 거제시 연초면 연하해안로 284 ,34.90014756,128.6250409,2021-09-16
4488,고현동,일반음식점,은성에프엔비(F&B),경상남도 거제시 중곡로 7길 12，가동 1층 (고현동),34.89699685,128.6276757,2021-09-16
4489,고현동,일반음식점,선민호장어구이&초장집,경상남도 거제시 거제중앙로19길 17，1층 (고현동),34.88515945,128.6226516,2021-09-16
4490,옥포동,도소매,고저스옷장,경상남도 거제시 옥포동 215，14호 (옥포동),34.88716439,128.6918521,2021-09-16
4491,아주동,서비스,나눔언어심리발달센터,경상남도 거제시 아주1로 98 (아주동),34.8677278,128.6824795,2021-09-16
4492,옥포동,일반음식점,땅스부대찌개 옥포동점,경상남도 거제시 옥포동 263，1층 (옥포동),34.89507204,128.6931111,2021-09-16
4493,아주동,도소매,씨유 거제아주행운점,경상남도 거제시 아주1로 48 (아주동),34.86640931,128.6876857,2021-09-16
4494,아주동,도소매,씨유 거제아주잘생긴점,경상남도 거제시 아주1로 18 (아주동),34.86743981,128.690363,2021-09-16
4495,옥포동,일반음식점,장터국밥,경상남도 거제시 옥포성안로 68，1층 (옥포동),34.88184762,128.6215655,2021-09-16
4496,아주동,도소매,씨유 거제아주이지비아점,경상남도 거제시 아주로 63，112동 102호 (아주동，미진이지비아),34.86436252,128.6877671,2021-09-16
4497,고현동,도소매,픽미픽미아이스(거제고현점),경상남도 거제시 고현로72-1 (고현동),34.88555542,128.6210246,2021-09-16
4498,상문동,일반음식점,땅스부대찌개 거제상동점,경상남도 거제시 거제중앙로 1777，1층 (상동동),34.87771904,128.6285352,2021-09-16
4499,고현동,도소매,거제액정나라,경상남도 거제시 거제중앙로23길 17 (고현동),34.88723707,128.6218249,2021-09-16
4500,상문동,일반음식점,용산국밥,경상남도 거제시 상동5길 119，1층 (상동동),34.86096706,128.6290527,2021-09-16
4501,고현동,도소매,씨유 거제고현가온점,경상남도 거제시 거제중앙로5길 20，1층(고현동),34.87740392,128.626717,2021-09-16
4502,상문동,휴게음식,59쌀피자 상동점,경상남도 거제시 상동5길 117-46，401동 101호 (상동동，하임힐),34.86035671,128.6337399,2021-09-16
4503,수양동,도소매,미래주류주식회사,경상남도 거제시 양정4길 29 (양정동),34.87322115,128.6557044,2021-09-16
4504,상문동,일반음식점,해피데이,경상남도 거제시 문동폭포길6，1층 (문동동),34.85535536,128.6504334,2021-09-16
4505,장승포동,도소매,홈마트,경상남도 거제시 장승포동 342,34.87090136,128.7304139,2021-09-16
4506,고현동,도소매,드림디포 거제점,경상남도 거제시 거제중앙로 1833 (고현동),34.88214947,128.6259764,2021-09-16
4507,상문동,일반음식점,문동막썰어횟집,경상남도 거제시 문동폭포길 6-2，1층 (문동동),34.85485033,128.6504731,2021-09-16
4508,능포동,일반음식점,땅스부대찌개 장승포점,경상남도 거제시 능포로 134-1，1층 (능포동),34.87556232,128.7318444,2021-09-16
4509,고현동,교육서비스,주식회사 슬기로운 체험교실,경상남도 거제시 거제중앙로 5길 18-1，2층 (고현동) ,34.87766494,128.6267955,2021-09-16
4510,고현동,도소매,원써드(십분의일),경상남도 거제시 고현로11길 24，1층 102호,34.88956787,128.6243589,2021-09-16
4511,옥포동,도소매,주식회사 룬,경상남도 거제시 옥포1동 536-1 월드빌라2 상가 102호,34.89318198,128.689419,2021-09-16
4512,고현동,일반음식점,비비큐 거제고현점,경상남도 거제시 동문천로 41，1층 (고현동),34.8824519,128.625016,2021-09-16
4513,거제면,보건업,굿뉴스 요양병원,경상남도 거제시 거제면 거제남서로 3554 ,34.85741663,128.5836841,2021-09-16
4514,장평동,도소매,씨유 삼성사외기숙사점,경상남도 거제시 장평2로4길 11，1층 (장평동，휴센터 상가동),34.88184762,128.6215655,2021-09-16
4515,옥포동,도소매,지에스25옥포동원룸점,경상남도 거제시 성산로2길 5-2(옥포동),34.8968915,128.6965182,2021-09-16
4516,장평동,도소매,씨유 거제삼성중공업점,경상남도 거제시 장평3로 80，1층 (장평동，삼성중공업 지원2관),34.88184762,128.6215655,2021-09-16
4517,사등면,도소매,중개인6번,경상남도 거제시 사등면 성포로3길 34,34.92102562,128.5263035,2021-09-16
4518,상문동,이미용,몽헤어,경상남도 거제시 상동1길 18-5 (상동동),34.86510124,128.6400762,2021-09-16
4519,장승포동,일반음식점,사랑담은 묵은지찜찌개,경상남도 거제시 장승포동1로1길 6，1층 (장승포동),34.88184762,128.6215655,2021-09-16
4520,거제면,도소매,도우래떡고추방앗간,경상남도 거제시 거제면 기성로6길 2 ,34.85094239,128.5896199,2021-09-16
4521,아주동,도소매,아주양품점,경상남도 거제시 아주1로 80 (아주동),34.86724192,128.6839192,2021-09-16
4522,수양동,도소매,탑 배터리,경상남도 거제시 제산로 48，탑 배터리 (양정동),34.88893472,128.640327,2021-09-16
4523,고현동,서비스,꼬마대통령,경상남도 거제시 고현로8길 22，2층 (고현동),34.88488261,128.6238967,2021-09-16
4524,고현동,서비스,금탑사진관,경상남도 거제시 고현동 108-1 (고현동),34.88528584,128.6243701,2021-09-16
4525,고현동,일반음식점,얌샘김밥 거제고현점,경상남도 거제시 서문로 46-1，1층 (고현동),34.88883608,128.6211587,2021-09-16
4526,옥포동,일반음식점,황금어장 막썰이횟집,경상남도 거제시 옥포성안로 63，1층 (옥포동),34.88184762,128.6215655,2021-09-16
4527,상문동,도소매,㈜대하이엔지,경상남도 거제시 상동동 116-14,34.8655606,128.6384391,2021-09-16
4528,고현동,도소매,티뷰,경상남도 거제시 거제중앙로 1904(고현동),34.88800343,128.6235593,2021-09-16
4529,상문동,휴게음식,하늘보리피자 (상동점),경상남도 거제시 상동7길 25，1층 102호 (상동동),34.86951922,128.6330556,2021-09-16
4530,옥포동,도소매,새동인약국,경상남도 거제시 옥포동 226 (옥포동),34.88537959,128.6902508,2021-09-16
4531,고현동,일반음식점,비어홀릭,경상남도 거제시 고현로9길 14，1층 (고현동),34.88717329,128.6219557,2021-09-16
4532,사등면,일반음식점,어부횟집,경상남도 거제시 사등면가조로4길 6 302,34.93030587,128.525345,2021-09-16
4533,상문동,도소매,거제멸치,경상남도 거제시 수양로 38-1，1동 101층 (수양동),34.86197395,128.6467233,2021-09-16
4534,고현동,이미용,살롱드봄(salonde 봄),경상남도 거제시 고현동 138-37，301동 1층 103호 (고현동，스타힐스센트럴),34.890637,128.6302858,2021-09-16
4535,수양동,일반음식점,부산어묵&디저트카페,경상남도 거제시 제산로 52-1，1층 (양정동),34.8887612,128.6407523,2021-09-16
4536,장평동,도소매,삼봉통신,경상남도 거제시 장평로8길 9，1층 (장평동),34.89167275,128.6110928,2021-09-16
4537,고현동,휴게음식,하늘보리피자 중곡점,경상남도 거제시 중곡2로 89-1，113(고현동，거제2차덕산베스트타운상가동1층),34.89631404,128.6358875,2021-09-16
4538,장승포동,일반음식점,죽이야기 거제대우병원점,경상남도 거제시 두모길 16，4동 1층 (두모동),34.87195161,128.7221212,2021-09-16
4539,장평동,일반음식점,정이품,경상남도 거제시 장평동 1195-64,34.89226554,128.6150906,2021-09-16
4540,장목면,음식점업,미스티옥슈슈,경상남도 거제시 장목면 복항길 12，2동 1층,34.96703487,128.704132,2021-09-16
4541,장목면,휴게음식,카페쥬,경상남도 거제시 장목면 거제북로 1205-1，2층,34.99077954,128.6819788,2021-09-16
4542,옥포동,이미용,허수임헤어,경상남도 거제시 옥포2동 523-31,34.8946975,128.6923968,2021-09-16
4543,연초면,도소매,GS25연초신우점,경상남도 거제시 연초면 죽토로 2 (신우휘가로 상가 105-1호),34.91361254,128.6562997,2021-09-16
4544,연초면,일반음식점,용쓰네,경상남도 거제시 연초면 거제북로 27-1,34.91412716,128.6544872,2021-09-16
4545,사등면,일반음식점,솔밭횟집,경상남도 거제시 사등면 두동로 18,34.91049107,128.5254701,2021-09-16
4546,고현동,보건업,함소아 한의원,경상남도 거제시 서문로 55. 세종빌딩 4층(고현동.21번지),34.88948998,128.6219732,2021-09-16
4547,수양동,이미용,쏘클래씨(SO CLASSY),경상남도 거제시 해명로4길 5，1층 102호 (수월동),34.89459571,128.6437737,2021-09-16
4548,고현동,일반음식점,구워주는 생선가게,경상남도 거제시 중곡로7길 12，1층 (고현동，세일마트),34.89699685,128.6276757,2021-09-16
4549,상문동,교육서비스,다숲계명음악학원,경상남도 거제시 상동7길 30-1，504호 (상동동，대동다숲아파트상가),34.86928153,128.631961,2021-09-16
4550,동부면,일반음식점,자유식당,경상남도 거제시 동부면 거제남서로 3094 (1층),34.82424717,128.6065921,2021-09-16
4551,수양동,교육서비스,BK어학원,경상남도 거제시 수양로 448-13，3층 (수월동),34.89311873,128.6418037,2021-09-16
4552,상문동,교육서비스,거제드림요양보호사교육원,경상남도 거제시 계룡로 39，2층 (상동동，부영빌딩),34.87484812,128.6276163,2021-09-16
4553,수양동,일반음식점,훔친뒷고기 (수월점),경상남도 거제시 해명로 31 (수월동),34.89403688,128.6437584,2021-09-16
4554,아주동,서비스,루드라요가 (Rudra Yoga),경상남도 거제시 아주2로 41，3층 (아주동),34.867327,128.6864137,2021-09-16
